r1,r2,support,weight_log1p
P7376,P734,115,4.753590
P7376,P735,148,5.003946
P7376,P7047,17,2.890372
P7376,P793,33,3.526361
P7376,P800,25,3.258097
P7376,P6886,53,3.988984
P7376,P6275,6,1.945910
P7376,P7763,20,3.044522
P7376,P8345,15,2.772589
P7376,P6364,6,1.945910
P7376,P6379,17,2.890372
P7376,P725,27,3.332205
P7376,P737,5,1.791759
P7376,P641,11,2.484907
P7376,P66,3,1.386294
P7376,P802,3,1.386294
P7376,P841,3,1.386294
P7376,P6902,2,1.098612
P7376,P740,2,1.098612
P7376,P767,2,1.098612
P7376,P6477,2,1.098612
P7376,P797,2,1.098612
P7376,P910,145,4.983607
P7376,P8989,4,1.609438
P7376,P937,22,3.135494
P7376,P9071,11,2.484907
P7376,P91,9,2.302585
P7376,P8693,3,1.386294
P7376,P97,51,3.951244
P7376,P941,9,2.302585
P7376,P9652,3,1.386294
P7376,P85,2,1.098612
P7376,P9493,7,2.079442
P7376,P945,3,1.386294
P7376,P8852,3,1.386294
P7376,P8839,4,1.609438
P7479,P131,777,6.656727
P7479,P138,90,4.510860
P7479,P205,4,1.609438
P7479,P1151,3,1.386294
P7479,P1200,3,1.386294
P7479,P1343,29,3.401197
P7479,P1424,3,1.386294
P7479,P1465,3,1.386294
P7479,P1589,3,1.386294
P7479,P200,6,1.945910
P7479,P17,808,6.695799
P7479,P1435,8,2.197225
P7479,P1889,61,4.127134
P7479,P137,2,1.098612
P7479,P127,2,1.098612
P7479,P206,2,1.098612
P7479,P186,2,1.098612
P7479,P31,811,6.699500
P7479,P47,4,1.609438
P7479,P361,163,5.099866
P7479,P527,8,2.197225
P7479,P2789,4,1.609438
P7479,P2959,3,1.386294
P7479,P5008,7,2.079442
P7479,P706,37,3.637586
P7479,P30,22,3.135494
P7479,P4614,2,1.098612
P7479,P2505,37,3.637586
P7479,P4552,627,6.442540
P7479,P641,4,1.609438
P7479,P3018,48,3.891820
P7479,P276,48,3.891820
P7479,P421,5,1.791759
P7479,P3137,2,1.098612
P7479,P910,23,3.178054
P7479,P974,2,1.098612
P7479,P912,2,1.098612
P7479,P8933,5,1.791759
P7479,P7479,2,1.098612
P748,P31,2595,7.861727
P748,P17,2389,7.779049
P748,P1001,2265,7.725771
P748,P527,1864,7.531016
P748,P646,664,6.499787
P748,P373,653,6.483107
P748,P910,623,6.436150
P748,P571,561,6.331502
P748,P856,538,6.289716
P748,P18,450,6.111467
P748,P279,405,6.006353
P748,P1308,330,5.802118
P748,P361,328,5.796058
P748,P214,323,5.780744
P748,P2521,317,5.762051
P748,P244,290,5.673323
P748,P2354,269,5.598422
P748,P213,253,5.537334
P748,P13591,248,5.517453
P748,P3321,248,5.517453
P748,P227,239,5.480639
P748,P263,223,5.411646
P748,P1705,210,5.351858
P748,P159,196,5.283204
P748,P41,195,5.278115
P748,P2002,191,5.257495
P748,P8189,190,5.252273
P748,P1417,188,5.241747
P748,P2389,185,5.225747
P748,P1342,173,5.159055
P748,P3417,172,5.153292
P748,P8687,159,5.075174
P748,P269,148,5.003946
P748,P2388,146,4.990433
P748,P2098,145,4.983607
P748,P94,145,4.983607
P748,P106,141,4.955827
P748,P5555,138,4.934474
P748,P21,137,4.927254
P748,P748,137,4.927254
P748,P569,136,4.919981
P748,P19,136,4.919981
P748,P27,136,4.919981
P748,P2013,134,4.905275
P748,P1365,134,4.905275
P748,P268,133,4.897840
P748,P1889,132,4.890349
P748,P2163,131,4.882802
P748,P39,131,4.882802
P748,P1412,130,4.875197
P7482,P31,3,1.386294
P7481,P31,388,5.963579
P7481,P279,332,5.808142
P7481,P4913,237,5.472271
P7481,P17,211,5.356586
P7481,P646,184,5.220356
P7481,P1394,172,5.153292
P7481,P2341,161,5.087596
P7481,P910,140,4.948760
P7481,P305,106,4.672829
P7481,P282,92,4.532599
P7481,P373,87,4.477337
P7481,P1705,83,4.430817
P7481,P8703,78,4.369448
P7481,P18,76,4.343805
P7481,P1343,64,4.174387
P7481,P1889,63,4.158883
P7481,P1232,63,4.158883
P7481,P2671,62,4.143135
P7481,P268,60,4.110874
P7481,P2888,59,4.094345
P7481,P227,58,4.077537
P7481,P8189,57,4.060443
P7481,P625,53,3.988984
P7481,P242,51,3.951244
P7481,P131,49,3.912023
P7481,P1098,47,3.871201
P7481,P220,47,3.871201
P7481,P1396,47,3.871201
P7481,P244,46,3.850148
P7481,P8168,45,3.828641
P7481,P1082,43,3.784190
P7481,P421,43,3.784190
P7481,P4132,43,3.784190
P7481,P1566,42,3.761200
P7481,P2046,42,3.761200
P7481,P1417,41,3.737670
P7481,P47,40,3.713572
P7481,P6766,39,3.688879
P7481,P13591,39,3.688879
P7481,P2044,39,3.688879
P7481,P281,39,3.688879
P7481,P94,38,3.663562
P7481,P402,38,3.663562
P7481,P1448,36,3.610918
P7481,P3417,35,3.583519
P7481,P856,34,3.555348
P7481,P214,33,3.526361
P7481,P1313,30,3.433987
P7481,P424,30,3.433987
P7481,P1014,30,3.433987
P749,P17,51270,10.844881
P749,P793,746,6.616065
P749,P6,974,6.882437
P749,P1151,182,5.209486
P749,P527,11054,9.310638
P749,P1142,422,6.047372
P749,P1071,8,2.197225
P749,P1075,381,5.945421
P749,P16,2,1.098612
P749,P1072,2,1.098612
P749,P1073,2,1.098612
P749,P197,3,1.386294
P749,P1080,14,2.708050
P749,P1074,2,1.098612
P749,P790,3,1.386294
P750,P6,14,2.708050
P750,P17,4636,8.441823
P750,P527,178,5.187386
P750,P793,80,4.394449
P750,P1151,32,3.496508
P750,P1072,10,2.397895
P750,P1073,6,1.945910
P750,P1071,3,1.386294
P750,P199,217,5.384495
P750,P1142,21,3.091042
P750,P1075,2,1.098612
P7486,P279,29,3.401197
P7486,P646,24,3.218876
P7486,P31,23,3.178054
P7486,P6366,22,3.135494
P7486,P2263,18,2.944439
P7486,P1889,18,2.944439
P7486,P2888,14,2.708050
P7486,P461,14,2.708050
P7486,P910,13,2.639057
P7486,P1417,13,2.639057
P7486,P4342,13,2.639057
P7486,P7033,13,2.639057
P7486,P1343,13,2.639057
P7486,P691,11,2.484907
P7486,P2347,11,2.484907
P7486,P10283,11,2.484907
P7486,P1813,11,2.484907
P7486,P8408,10,2.397895
P7486,P227,9,2.302585
P7486,P1245,9,2.302585
P7486,P2924,9,2.302585
P7486,P3417,9,2.302585
P7486,P8313,9,2.302585
P7486,P8703,9,2.302585
P7486,P9475,9,2.302585
P7486,P2671,9,2.302585
P7486,P8189,8,2.197225
P7486,P13591,8,2.197225
P7486,P7783,8,2.197225
P7486,P1296,7,2.079442
P7486,P1368,7,2.079442
P7486,P3827,7,2.079442
P7486,P12385,7,2.079442
P7486,P244,6,1.945910
P7486,P508,6,1.945910
P7486,P1051,6,1.945910
P7486,P1268,6,1.945910
P7486,P1709,6,1.945910
P7486,P5008,6,1.945910
P7486,P8885,6,1.945910
P7486,P12086,6,1.945910
P7486,P6385,6,1.945910
P7486,P460,6,1.945910
P7486,P349,5,1.791759
P7486,P361,5,1.791759
P7486,P373,5,1.791759
P7486,P1036,5,1.791759
P7486,P1552,5,1.791759
P7486,P6870,5,1.791759
P7486,P12800,5,1.791759
P7500,P31,44,3.806662
P7500,P279,47,3.871201
P7500,P460,10,2.397895
P7500,P1269,4,1.609438
P7500,P1343,16,2.833213
P7500,P1889,28,3.367296
P7500,P1995,40,3.713572
P7500,P2176,24,3.218876
P7500,P2293,16,2.833213
P7500,P5008,35,3.583519
P7500,P5642,8,2.197225
P7500,P361,5,1.791759
P7500,P1424,6,1.945910
P7500,P2579,11,2.484907
P7500,P11738,6,1.945910
P7500,P527,2,1.098612
P7500,P1542,5,1.791759
P7500,P2737,2,1.098612
P7500,P5125,2,1.098612
P7500,P5131,2,1.098612
P7500,P138,6,1.945910
P7500,P1382,2,1.098612
P7500,P461,2,1.098612
P7500,P1552,4,1.609438
P7500,P1880,2,1.098612
P7500,P828,12,2.564949
P7500,P910,25,3.258097
P7500,P689,4,1.609438
P7500,P780,20,3.044522
P7500,P923,6,1.945910
P7500,P924,16,2.833213
P7500,P6104,2,1.098612
P7500,P7500,5,1.791759
P7500,P6532,3,1.386294
P7501,P646,28,3.367296
P7501,P31,26,3.295837
P7501,P279,25,3.258097
P7501,P373,21,3.091042
P7501,P18,18,2.944439
P7501,P6366,15,2.772589
P7501,P3417,12,2.564949
P7501,P227,11,2.484907
P7501,P244,11,2.484907
P7501,P8189,10,2.397895
P7501,P1535,10,2.397895
P7501,P176,10,2.397895
P7501,P910,9,2.302585
P7501,P13591,9,2.302585
P7501,P178,9,2.302585
P7501,P1417,8,2.197225
P7501,P1889,8,2.197225
P7501,P10283,8,2.197225
P7501,P1296,7,2.079442
P7501,P12385,7,2.079442
P7501,P349,6,1.945910
P7501,P691,6,1.945910
P7501,P2347,6,1.945910
P7501,P8408,6,1.945910
P7501,P2671,6,1.945910
P7501,P154,6,1.945910
P7501,P508,5,1.791759
P7501,P1036,5,1.791759
P7501,P1051,5,1.791759
P7501,P3827,5,1.791759
P7501,P366,5,1.791759
P7501,P13520,5,1.791759
P7501,P5555,5,1.791759
P7501,P361,4,1.609438
P7501,P4342,4,1.609438
P7501,P8514,4,1.609438
P7501,P8814,4,1.609438
P7501,P10565,4,1.609438
P7501,P12596,4,1.609438
P7501,P571,4,1.609438
P7501,P1343,4,1.609438
P7501,P2283,4,1.609438
P7501,P4801,4,1.609438
P7501,P6262,4,1.609438
P7501,P5429,4,1.609438
P7501,P61,3,1.386294
P7501,P487,3,1.386294
P7501,P935,3,1.386294
P7501,P1014,3,1.386294
P7501,P1256,3,1.386294
P7378,P1151,4,1.609438
P7378,P1343,16,2.833213
P7378,P101,9,2.302585
P7378,P112,5,1.791759
P7378,P1001,5,1.791759
P7378,P122,3,1.386294
P7378,P1344,8,2.197225
P7378,P102,4,1.609438
P7378,P103,4,1.609438
P7378,P106,11,2.484907
P7378,P119,4,1.609438
P7378,P1038,4,1.609438
P7378,P1196,2,1.098612
P7378,P1313,2,1.098612
P7378,P108,5,1.791759
P7378,P1050,2,1.098612
P7378,P1142,2,1.098612
P7378,P131,6,1.945910
P7378,P1269,4,1.609438
P7378,P123,2,1.098612
P7378,P13210,2,1.098612
P7378,P1424,6,1.945910
P7378,P159,7,2.079442
P7378,P163,4,1.609438
P7378,P140,2,1.098612
P7378,P166,10,2.397895
P7378,P1552,3,1.386294
P7378,P1411,2,1.098612
P7378,P1412,8,2.197225
P7378,P150,3,1.386294
P7378,P138,3,1.386294
P7378,P155,2,1.098612
P7378,P1365,4,1.609438
P7378,P1464,3,1.386294
P7378,P1465,3,1.386294
P7378,P1589,2,1.098612
P7378,P1382,2,1.098612
P7378,P169,2,1.098612
P7378,P1366,2,1.098612
P7378,P1454,2,1.098612
P7378,P1441,4,1.609438
P7378,P17,20,3.044522
P7378,P2388,4,1.609438
P7378,P1830,4,1.609438
P7378,P172,2,1.098612
P7378,P194,4,1.609438
P7378,P208,2,1.098612
P7378,P237,2,1.098612
P7378,P1740,2,1.098612
P7378,P1791,2,1.098612
P7378,P1792,3,1.386294
P7378,P1889,12,2.564949
P7378,P1906,2,1.098612
P7378,P2184,4,1.609438
P7378,P19,8,2.197225
P7378,P21,14,2.708050
P7378,P22,6,1.945910
P7378,P25,3,1.386294
P7378,P26,4,1.609438
P7378,P20,4,1.609438
P7378,P206,2,1.098612
P7378,P30,3,1.386294
P7378,P31,44,3.806662
P7378,P35,2,1.098612
P7378,P36,4,1.609438
P7378,P37,4,1.609438
P7378,P38,3,1.386294
P7378,P361,7,2.079442
P7378,P2936,3,1.386294
P7378,P3095,2,1.098612
P7378,P355,4,1.609438
P7378,P2959,2,1.098612
P7378,P27,11,2.484907
P7378,P39,8,2.197225
P7378,P3602,2,1.098612
P7378,P279,7,2.079442
P7378,P3373,4,1.609438
P7378,P3919,2,1.098612
P7378,P3018,2,1.098612
P7378,P3342,2,1.098612
P7378,P461,3,1.386294
P7378,P527,8,2.197225
P7378,P5008,10,2.397895
P7378,P463,14,2.708050
P7378,P488,4,1.609438
P7378,P47,4,1.609438
P7378,P421,3,1.386294
P7378,P485,2,1.098612
P7378,P530,2,1.098612
P7378,P40,5,1.791759
P7378,P512,3,1.386294
P7378,P551,3,1.386294
P7378,P5125,2,1.098612
P7378,P452,3,1.386294
P7378,P50,2,1.098612
P7378,P407,2,1.098612
P7378,P749,4,1.609438
P7378,P793,4,1.609438
P7378,P85,3,1.386294
P7378,P610,2,1.098612
P7378,P706,2,1.098612
P7378,P740,2,1.098612
P7378,P7867,2,1.098612
P7378,P69,8,2.197225
P7378,P734,9,2.302585
P7378,P735,9,2.302585
P7378,P800,3,1.386294
P7378,P6886,3,1.386294
P7378,P7378,2,1.098612
P7378,P910,23,3.178054
P7378,P937,4,1.609438
P7378,P8989,2,1.098612
P7378,P921,4,1.609438
P751,P1889,11,2.484907
P751,P2354,2,1.098612
P751,P1269,4,1.609438
P751,P178,8,2.197225
P751,P1366,5,1.791759
P751,P1535,5,1.791759
P751,P1424,3,1.386294
P751,P2283,6,1.945910
P751,P1382,4,1.609438
P751,P155,2,1.098612
P751,P1365,7,2.079442
P751,P10695,2,1.098612
P751,P2379,34,3.555348
P751,P31,598,6.395262
P751,P461,6,1.945910
P751,P279,39,3.688879
P751,P366,13,2.639057
P751,P910,14,2.708050
P751,P361,17,2.890372
P751,P275,4,1.609438
P751,P306,7,2.079442
P751,P400,6,1.945910
P751,P750,4,1.609438
P751,P6216,4,1.609438
P751,P407,2,1.098612
P751,P479,2,1.098612
P751,P277,2,1.098612
P751,P527,3,1.386294
P751,P437,2,1.098612
P756,P31,392,5.973810
P756,P178,4,1.609438
P756,P1343,2,1.098612
P756,P279,5,1.791759
P756,P1889,3,1.386294
P756,P1552,2,1.098612
P756,P2379,73,4.304065
P756,P1366,9,2.302585
P756,P910,3,1.386294
P756,P527,2,1.098612
P7573,P18,12,2.564949
P7573,P31,12,2.564949
P7573,P2899,12,2.564949
P7573,P1889,11,2.484907
P7573,P155,10,2.397895
P7573,P156,10,2.397895
P7573,P462,7,2.079442
P7573,P571,6,1.945910
P7573,P13520,5,1.791759
P7573,P1365,3,1.386294
P7561,P31,21753,9.987553
P7561,P971,21739,9.986909
P7561,P373,21707,9.985436
P7561,P18,346,5.849325
P7561,P4224,99,4.605170
P7561,P5775,28,3.367296
P7561,P17,12,2.564949
P7561,P131,6,1.945910
P7561,P625,6,1.945910
P7561,P361,5,1.791759
P7561,P527,5,1.791759
P7561,P571,5,1.791759
P7561,P276,4,1.609438
P7561,P461,4,1.609438
P7561,P7561,4,1.609438
P7561,P279,3,1.386294
P7561,P646,3,1.386294
P7561,P170,3,1.386294
P7561,P973,3,1.386294
P7561,P301,3,1.386294
P7561,P910,2,1.098612
P7561,P1282,2,1.098612
P7561,P1889,2,1.098612
P7561,P6104,2,1.098612
P7561,P1619,2,1.098612
P7561,P6375,2,1.098612
P7561,P281,2,1.098612
P7561,P856,2,1.098612
P7561,P8933,2,1.098612
P7561,P149,2,1.098612
P7561,P5383,2,1.098612
P7514,P101,30,3.433987
P7514,P103,15,2.772589
P7514,P106,196,5.283204
P7514,P108,71,4.276666
P7514,P119,40,3.713572
P7514,P135,9,2.302585
P7514,P136,4,1.609438
P7514,P140,13,2.639057
P7514,P1066,22,3.135494
P7514,P1196,15,2.772589
P7514,P1299,7,2.079442
P7514,P1343,33,3.526361
P7514,P1412,114,4.744932
P7514,P1424,2,1.098612
P7514,P102,3,1.386294
P7514,P1344,3,1.386294
P7514,P10527,2,1.098612
P7514,P1411,3,1.386294
P7514,P1038,17,2.890372
P7514,P1441,2,1.098612
P7514,P11146,3,1.386294
P7514,P112,6,1.945910
P7514,P138,5,1.791759
P7514,P131,7,2.079442
P7514,P19,175,5.170484
P7514,P20,99,4.605170
P7514,P21,210,5.351858
P7514,P22,33,3.526361
P7514,P25,10,2.397895
P7514,P27,198,5.293305
P7514,P31,235,5.463832
P7514,P1889,10,2.397895
P7514,P3373,19,2.995732
P7514,P166,53,3.988984
P7514,P26,20,3.044522
P7514,P1875,2,1.098612
P7514,P241,5,1.791759
P7514,P39,14,2.708050
P7514,P361,4,1.609438
P7514,P1830,3,1.386294
P7514,P3448,2,1.098612
P7514,P17,17,2.890372
P7514,P159,11,2.484907
P7514,P1454,4,1.609438
P7514,P3716,2,1.098612
P7514,P1950,2,1.098612
P7514,P509,15,2.772589
P7514,P551,11,2.484907
P7514,P734,153,5.036953
P7514,P735,162,5.093750
P7514,P5008,35,3.583519
P7514,P6104,2,1.098612
P7514,P6379,38,3.663562
P7514,P6886,10,2.397895
P7514,P69,104,4.653960
P7514,P463,29,3.401197
P7514,P485,16,2.833213
P7514,P641,7,2.079442
P7514,P410,2,1.098612
P7514,P607,4,1.609438
P7514,P6275,4,1.609438
P7514,P40,24,3.218876
P7514,P737,3,1.386294
P7514,P7084,3,1.386294
P7514,P512,5,1.791759
P7514,P53,5,1.791759
P7514,P451,2,1.098612
P7514,P452,4,1.609438
P7514,P527,2,1.098612
P7514,P800,57,4.060443
P7514,P802,12,2.564949
P7514,P910,22,3.135494
P7514,P937,27,3.332205
P7514,P7763,86,4.465908
P7514,P9493,11,2.484907
P7514,P97,5,1.791759
P7514,P9600,2,1.098612
P7603,P31,3,1.386294
P7603,P361,3,1.386294
P7603,P2671,3,1.386294
P7603,P373,3,1.386294
P7603,P910,3,1.386294
P7603,P155,2,1.098612
P7603,P156,2,1.098612
P7600,P31,3,1.386294
P7600,P460,3,1.386294
P7582,P31,11,2.484907
P7582,P1343,11,2.484907
P7601,P31,3,1.386294
P7601,P460,3,1.386294
P7508,P1001,14,2.708050
P7508,P1308,11,2.484907
P7508,P1365,4,1.609438
P7508,P101,6,1.945910
P7508,P102,9,2.302585
P7508,P103,5,1.791759
P7508,P106,10,2.397895
P7508,P108,3,1.386294
P7508,P140,5,1.791759
P7508,P1038,2,1.098612
P7508,P1340,4,1.609438
P7508,P1412,9,2.302585
P7508,P136,2,1.098612
P7508,P1344,4,1.609438
P7508,P159,2,1.098612
P7508,P13188,3,1.386294
P7508,P155,2,1.098612
P7508,P156,2,1.098612
P7508,P17,16,2.833213
P7508,P31,26,3.295837
P7508,P279,10,2.397895
P7508,P2389,8,2.197225
P7508,P19,9,2.302585
P7508,P21,10,2.397895
P7508,P22,5,1.791759
P7508,P25,5,1.791759
P7508,P27,10,2.397895
P7508,P39,10,2.397895
P7508,P40,3,1.386294
P7508,P166,8,2.197225
P7508,P172,3,1.386294
P7508,P451,3,1.386294
P7508,P1884,4,1.609438
P7508,P3373,6,1.945910
P7508,P1889,3,1.386294
P7508,P263,4,1.609438
P7508,P361,5,1.791759
P7508,P2354,7,2.079442
P7508,P3602,6,1.945910
P7508,P26,6,1.945910
P7508,P2098,3,1.386294
P7508,P910,18,2.944439
P7508,P53,2,1.098612
P7508,P69,9,2.302585
P7508,P551,5,1.791759
P7508,P552,3,1.386294
P7508,P734,7,2.079442
P7508,P937,9,2.302585
P7508,P527,3,1.386294
P7508,P511,10,2.397895
P7508,P735,7,2.079442
P7508,P793,3,1.386294
P7508,P6886,5,1.791759
P7508,P748,6,1.945910
P7508,P463,2,1.098612
P7508,P828,3,1.386294
P765,P279,56,4.043051
P765,P646,33,3.526361
P765,P18,32,3.496508
P765,P373,28,3.367296
P765,P1343,24,3.218876
P765,P31,22,3.135494
P765,P227,21,3.091042
P765,P910,21,3.091042
P765,P1014,19,2.995732
P765,P6366,19,2.995732
P765,P8189,18,2.944439
P765,P244,17,2.890372
P765,P1889,17,2.890372
P765,P13591,17,2.890372
P765,P641,17,2.890372
P765,P1417,16,2.833213
P765,P8814,16,2.833213
P765,P691,15,2.772589
P765,P4342,15,2.772589
P765,P2347,15,2.772589
P765,P2581,15,2.772589
P765,P8408,15,2.772589
P765,P1036,14,2.708050
P765,P10283,14,2.708050
P765,P349,13,2.639057
P765,P508,13,2.639057
P765,P11514,13,2.639057
P765,P12596,13,2.639057
P765,P366,13,2.639057
P765,P1282,12,2.564949
P765,P3827,12,2.564949
P765,P8313,12,2.564949
P765,P3365,11,2.484907
P765,P2671,11,2.484907
P765,P268,10,2.397895
P765,P4212,10,2.397895
P765,P5008,10,2.397895
P765,P12800,10,2.397895
P765,P3859,9,2.302585
P765,P935,9,2.302585
P765,P186,9,2.302585
P765,P1051,9,2.302585
P765,P1296,9,2.302585
P765,P12385,9,2.302585
P765,P10077,9,2.302585
P765,P1245,8,2.197225
P765,P3417,8,2.197225
P765,P527,8,2.197225
P765,P7033,8,2.197225
P765,P10565,8,2.197225
P770,P31,414,6.028279
P770,P373,324,5.783825
P770,P18,315,5.755742
P770,P646,279,5.634790
P770,P17,250,5.525453
P770,P276,195,5.278115
P770,P910,191,5.257495
P770,P279,189,5.247024
P770,P585,173,5.159055
P770,P244,148,5.003946
P770,P8189,148,5.003946
P770,P13591,148,5.003946
P770,P625,137,4.927254
P770,P2671,124,4.828314
P770,P1343,123,4.820282
P770,P361,123,4.820282
P770,P1417,122,4.812184
P770,P1120,122,4.812184
P770,P227,120,4.795791
P770,P691,118,4.779123
P770,P1889,115,4.753590
P770,P3417,112,4.727388
P770,P580,97,4.584967
P770,P12596,95,4.564348
P770,P2347,94,4.553877
P770,P8408,93,4.543295
P770,P508,92,4.532599
P770,P1036,89,4.499810
P770,P268,84,4.442651
P770,P1617,83,4.430817
P770,P582,83,4.430817
P770,P8313,80,4.394449
P770,P8814,79,4.382027
P770,P131,78,4.369448
P770,P828,77,4.356709
P770,P3827,76,4.343805
P770,P5008,76,4.343805
P770,P10283,69,4.248495
P770,P349,68,4.234107
P770,P2581,66,4.204693
P770,P4342,65,4.189655
P770,P1296,63,4.158883
P770,P12385,63,4.158883
P770,P12800,62,4.143135
P770,P6366,62,4.143135
P770,P527,61,4.127134
P770,P1225,61,4.127134
P770,P1542,61,4.127134
P770,P137,60,4.110874
P770,P1014,58,4.077537
P7643,P155,28,3.367296
P7643,P156,28,3.367296
P7643,P1889,17,2.890372
P7643,P2354,9,2.302585
P7643,P12686,15,2.772589
P7643,P12687,15,2.772589
P7643,P1151,15,2.772589
P7643,P1269,5,1.791759
P7643,P1343,14,2.708050
P7643,P1424,9,2.302585
P7643,P1478,2,1.098612
P7643,P1542,4,1.609438
P7643,P1792,2,1.098612
P7643,P2184,5,1.791759
P7643,P2348,3,1.386294
P7643,P17,9,2.302585
P7643,P1464,2,1.098612
P7643,P122,2,1.098612
P7643,P1365,2,1.098612
P7643,P1366,2,1.098612
P7643,P138,2,1.098612
P7643,P31,42,3.761200
P7643,P276,10,2.397895
P7643,P527,25,3.258097
P7643,P2959,16,2.833213
P7643,P4220,2,1.098612
P7643,P5008,17,2.890372
P7643,P5125,5,1.791759
P7643,P6104,4,1.609438
P7643,P279,5,1.791759
P7643,P361,26,3.295837
P7643,P460,4,1.609438
P7643,P30,3,1.386294
P7643,P2579,5,1.791759
P7643,P36,3,1.386294
P7643,P421,2,1.098612
P7643,P37,2,1.098612
P7643,P38,2,1.098612
P7643,P2936,2,1.098612
P7643,P910,41,3.737670
P7643,P7084,13,2.639057
P7643,P793,4,1.609438
P7643,P7867,3,1.386294
P7643,P8744,2,1.098612
P7643,P710,4,1.609438
P7643,P828,5,1.791759
P769,P31,475,6.165418
P769,P3345,471,6.156979
P769,P279,469,6.152733
P769,P231,468,6.150603
P769,P652,464,6.142037
P769,P274,463,6.139885
P769,P235,460,6.133398
P769,P662,460,6.133398
P769,P2067,460,6.133398
P769,P233,459,6.131226
P769,P234,459,6.131226
P769,P592,459,6.131226
P769,P683,459,6.131226
P769,P2877,458,6.129050
P769,P3117,458,6.129050
P769,P661,456,6.124683
P769,P11199,455,6.122493
P769,P715,453,6.118097
P769,P646,451,6.113682
P769,P665,449,6.109248
P769,P8494,448,6.107023
P769,P6366,447,6.104793
P769,P267,446,6.102559
P769,P769,445,6.100319
P769,P11089,441,6.091310
P769,P117,438,6.084499
P769,P2868,437,6.082219
P769,P373,434,6.075346
P769,P2115,427,6.059123
P769,P366,425,6.054439
P769,P486,425,6.054439
P769,P2566,412,6.023448
P769,P595,410,6.018593
P769,P232,407,6.011267
P769,P2175,407,6.011267
P769,P10283,403,6.001415
P769,P2057,398,5.988961
P769,P11198,398,5.988961
P769,P11143,393,5.976351
P769,P2892,380,5.942799
P769,P10245,362,5.894403
P769,P1579,357,5.880533
P769,P672,355,5.874931
P769,P3489,332,5.808142
P769,P3780,332,5.808142
P769,P2275,330,5.802118
P769,P4250,304,5.720312
P769,P2062,303,5.717028
P769,P129,296,5.693732
P769,P4964,286,5.659482
P7763,P1269,3,1.386294
P7719,P31,99,4.605170
P7719,P279,27,3.332205
P7719,P1343,16,2.833213
P7719,P1424,2,1.098612
P7719,P1552,4,1.609438
P7719,P1889,25,3.258097
P7719,P2354,2,1.098612
P7719,P2579,42,3.761200
P7719,P138,65,4.189655
P7719,P361,47,3.871201
P7719,P2384,12,2.564949
P7719,P2959,2,1.098612
P7719,P1568,2,1.098612
P7719,P1318,16,2.833213
P7719,P1269,6,1.945910
P7719,P2283,5,1.791759
P7719,P1136,4,1.609438
P7719,P10374,2,1.098612
P7719,P144,3,1.386294
P7719,P461,4,1.609438
P7719,P527,3,1.386294
P7719,P910,16,2.833213
P7719,P5008,16,2.833213
P7719,P6104,97,4.584967
P7719,P7719,15,2.772589
P7719,P460,5,1.791759
P7719,P8865,2,1.098612
P7719,P61,8,2.197225
P7719,P921,6,1.945910
P7719,P6216,2,1.098612
P767,P1269,7,2.079442
P767,P1343,3837,8.252707
P767,P1151,31,3.465736
P767,P264,1317,7.183871
P767,P1196,906,6.810142
P767,P1303,2360,7.766841
P767,P17,2641,7.879291
P767,P1142,58,4.077537
P767,P1327,358,5.883322
P767,P1299,135,4.912655
P767,P1321,43,3.784190
P767,P208,6,1.945910
P767,P237,34,3.555348
P767,P1304,2,1.098612
P767,P1313,33,3.526361
P767,P206,22,3.135494
P767,P241,121,4.804021
P767,P1340,76,4.343805
P767,P1283,74,4.317488
P767,P199,17,2.890372
P767,P1290,5,1.791759
P767,P1075,50,3.931826
P767,P1268,8,2.197225
P767,P1071,2,1.098612
P767,P800,1382,7.232010
P767,P527,489,6.194405
P767,P793,251,5.529429
P767,P6,30,3.433987
P767,P272,2,1.098612
P767,P797,4,1.609438
P747,P31,203331,12.222595
P747,P629,203290,12.222394
P747,P407,190686,12.158389
P747,P1476,171478,12.052216
P747,P577,166867,12.024958
P747,P50,148085,11.905548
P747,P123,89465,11.401614
P747,P291,87123,11.375088
P747,P437,85616,11.357639
P747,P2969,77502,11.258072
P747,P1104,77191,11.254051
P747,P957,72471,11.190956
P747,P648,69146,11.143990
P747,P212,67494,11.119809
P747,P243,41804,10.640771
P747,P950,34870,10.459411
P747,P6164,34389,10.445521
P747,P6786,33934,10.432202
P747,P2048,33787,10.427861
P747,P5749,30630,10.329768
P747,P1433,26886,10.199398
P747,P724,21736,9.986771
P747,P1144,21053,9.954846
P747,P6216,19772,9.892073
P747,P1680,19643,9.885527
P747,P996,17187,9.751967
P747,P655,16854,9.732403
P747,P1957,11605,9.359277
P747,P155,11558,9.355220
P747,P156,11500,9.350189
P747,P393,11069,9.311994
P747,P2093,8907,9.094705
P747,P921,8487,9.046409
P747,P953,8142,9.004914
P747,P1922,7787,8.960339
P747,P304,6765,8.819665
P747,P2888,6125,8.720297
P747,P98,5740,8.655389
P747,P675,5234,8.563122
P747,P478,5049,8.527144
P747,P361,4985,8.514389
P747,P7937,4659,8.446771
P747,P6721,4425,8.395252
P747,P136,4036,8.303257
P747,P18,3947,8.280964
P747,P1234,3714,8.220134
P747,P195,3493,8.158802
P747,P495,3389,8.128585
P747,P373,3342,8.114624
P747,P268,3161,8.058960
P768,P31,524,6.263398
P768,P17,521,6.257668
P768,P131,469,6.152733
